,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
8176,2.0,44.0,No,6.0,3.0,17.0
8177,1.0,59.0,Yes,7.0,4.0,31.0
8178,5.0,53.0,Yes,9.0,2.0,40.0
8179,1.0,84.0,No,8.0,1.0,61.0
8180,1.0,53.0,No,5.0,,26.0
8181,1.0,47.0,No,8.0,7.0,20.0
8182,6.0,87.0,Yes,6.0,6.0,73.0
8183,9.0,52.0,,9.0,,
8184,1.0,63.0,Yes,8.0,3.0,37.0
8185,5.0,54.0,Yes,5.0,1.0,35.0
8186,9.0,90.0,Yes,9.0,8.0,90.0
8187,9.0,40.0,No,,7.0,36.0
8188,1.0,61.0,Yes,9.0,3.0,
8189,8.0,73.0,Yes,7.0,4.0,65.0
8190,1.0,89.0,No,6.0,9.0,66.0
8191,8.0,90.0,Yes,,5.0,88.0
8192,1.0,79.0,Yes,4.0,3.0,53.0
8193,5.0,42.0,Yes,5.0,1.0,27.0
8194,,94.0,No,7.0,4.0,
8195,6.0,65.0,No,5.0,0.0,50.0
8196,9.0,53.0,Yes,9.0,6.0,49.0
8197,1.0,97.0,Yes,5.0,8.0,71.0
8198,9.0,80.0,Yes,4.0,2.0,72.0
8199,1.0,47.0,No,5.0,5.0,21.0
8200,3.0,88.0,No,9.0,8.0,73.0
8201,1.0,94.0,Yes,9.0,3.0,68.0
8202,3.0,94.0,,7.0,5.0,74.0
8203,2.0,95.0,Yes,6.0,2.0,72.0
8204,2.0,55.0,Yes,8.0,8.0,38.0
8205,,81.0,No,7.0,6.0,78.0
8206,8.0,60.0,No,4.0,6.0,55.0
8207,1.0,49.0,Yes,8.0,3.0,24.0
8208,4.0,96.0,No,5.0,5.0,72.0
8209,1.0,64.0,No,7.0,7.0,
8210,1.0,,Yes,8.0,5.0,73.0
8211,4.0,77.0,Yes,7.0,5.0,60.0
8212,2.0,61.0,Yes,5.0,3.0,38.0
8213,3.0,,Yes,9.0,7.0,74.0
8214,9.0,87.0,No,7.0,9.0,86.0
8215,2.0,86.0,Yes,4.0,7.0,62.0
8216,4.0,93.0,Yes,8.0,8.0,80.0
8217,1.0,85.0,Yes,8.0,5.0,62.0
8218,,43.0,Yes,8.0,1.0,22.0
8219,5.0,43.0,No,,3.0,28.0
8220,1.0,69.0,Yes,5.0,3.0,
8221,7.0,41.0,Yes,7.0,7.0,34.0
8222,4.0,68.0,No,7.0,4.0,52.0
8223,,82.0,Yes,9.0,3.0,71.0
8224,8.0,75.0,,8.0,7.0,68.0
8225,6.0,60.0,Yes,5.0,2.0,47.0
8226,2.0,99.0,,6.0,1.0,73.0
8227,1.0,60.0,Yes,5.0,3.0,33.0
8228,8.0,87.0,Yes,7.0,0.0,83.0
8229,8.0,60.0,Yes,4.0,,48.0
8230,9.0,43.0,No,5.0,4.0,39.0
8231,6.0,40.0,Yes,8.0,0.0,29.0
8232,1.0,65.0,Yes,4.0,3.0,36.0
8233,9.0,95.0,Yes,6.0,7.0,94.0
8234,3.0,90.0,,6.0,7.0,73.0
8235,6.0,41.0,No,4.0,1.0,28.0
8236,9.0,48.0,Yes,6.0,2.0,49.0
8237,3.0,94.0,Yes,4.0,2.0,
8238,5.0,96.0,No,7.0,0.0,83.0
8239,5.0,84.0,Yes,4.0,2.0,73.0
8240,7.0,57.0,No,7.0,7.0,50.0
8241,4.0,87.0,No,8.0,5.0,74.0
8242,4.0,87.0,No,,4.0,71.0
8243,7.0,96.0,Yes,6.0,9.0,92.0
8244,,81.0,No,9.0,8.0,78.0
8245,4.0,80.0,No,9.0,6.0,64.0
8246,4.0,50.0,Yes,4.0,5.0,37.0
8247,6.0,64.0,Yes,7.0,4.0,
8248,6.0,65.0,Yes,8.0,4.0,53.0
8249,7.0,97.0,No,8.0,9.0,95.0
8250,1.0,75.0,No,8.0,8.0,50.0
8251,3.0,81.0,,6.0,9.0,62.0
8252,9.0,74.0,No,8.0,5.0,74.0
8253,6.0,77.0,Yes,9.0,3.0,70.0
8254,6.0,42.0,Yes,5.0,3.0,29.0
8255,5.0,98.0,Yes,6.0,3.0,
8256,3.0,80.0,Yes,4.0,5.0,58.0
8257,5.0,74.0,Yes,5.0,0.0,57.0
8258,1.0,89.0,No,6.0,8.0,61.0
8259,3.0,79.0,No,6.0,1.0,56.0
8260,4.0,61.0,Yes,7.0,1.0,44.0
8261,5.0,47.0,No,5.0,4.0,30.0
8262,9.0,54.0,No,5.0,3.0,53.0
8263,4.0,84.0,Yes,9.0,2.0,67.0
8264,3.0,46.0,No,5.0,4.0,21.0
8265,1.0,58.0,,8.0,6.0,35.0
8266,6.0,79.0,Yes,9.0,9.0,77.0
8267,7.0,81.0,,8.0,1.0,72.0
8268,8.0,56.0,No,9.0,5.0,52.0
8269,1.0,40.0,No,4.0,3.0,15.0
8270,4.0,84.0,,9.0,1.0,67.0
8271,5.0,68.0,No,4.0,0.0,55.0
8272,2.0,97.0,Yes,,7.0,73.0
8273,,,Yes,4.0,4.0,25.0
8274,8.0,95.0,Yes,8.0,9.0,90.0
8275,6.0,87.0,Yes,9.0,1.0,74.0
8276,5.0,68.0,Yes,7.0,7.0,53.0
8277,9.0,80.0,,9.0,2.0,79.0
8278,2.0,81.0,No,4.0,6.0,59.0
8279,,45.0,Yes,6.0,1.0,40.0
8280,9.0,44.0,Yes,8.0,6.0,39.0
8281,1.0,73.0,Yes,,3.0,49.0
8282,7.0,50.0,No,6.0,9.0,41.0
8283,8.0,48.0,No,6.0,0.0,39.0
8284,3.0,77.0,No,8.0,4.0,
8285,4.0,79.0,,,3.0,66.0
8286,3.0,80.0,No,5.0,7.0,59.0
8287,7.0,48.0,No,7.0,0.0,40.0
8288,9.0,47.0,Yes,9.0,1.0,47.0
8289,3.0,83.0,No,8.0,4.0,65.0
8290,6.0,97.0,Yes,5.0,9.0,
8291,8.0,79.0,Yes,,9.0,75.0
8292,6.0,42.0,No,8.0,1.0,30.0
8293,2.0,52.0,No,6.0,0.0,26.0
8294,7.0,58.0,No,9.0,5.0,49.0
8295,2.0,73.0,No,8.0,9.0,52.0
8296,2.0,71.0,No,9.0,3.0,47.0
8297,2.0,88.0,No,5.0,4.0,64.0
8298,1.0,55.0,No,6.0,2.0,28.0
8299,1.0,75.0,No,5.0,9.0,48.0
8300,7.0,57.0,Yes,5.0,5.0,47.0
8301,5.0,53.0,Yes,6.0,3.0,37.0
8302,3.0,69.0,,9.0,5.0,54.0
8303,1.0,41.0,Yes,5.0,4.0,18.0
8304,6.0,52.0,No,4.0,1.0,37.0
8305,1.0,66.0,Yes,9.0,3.0,41.0
8306,9.0,98.0,Yes,8.0,1.0,96.0
8307,2.0,92.0,No,6.0,4.0,69.0
8308,1.0,91.0,No,6.0,2.0,64.0
8309,7.0,56.0,No,9.0,5.0,48.0
8310,6.0,70.0,Yes,4.0,4.0,59.0
8311,6.0,54.0,Yes,4.0,1.0,39.0
8312,5.0,96.0,,4.0,9.0,80.0
8313,4.0,59.0,Yes,4.0,7.0,38.0
8314,4.0,44.0,No,7.0,5.0,26.0
8315,3.0,46.0,Yes,6.0,8.0,27.0
8316,8.0,57.0,No,5.0,2.0,50.0
8317,7.0,95.0,Yes,6.0,,89.0
8318,9.0,50.0,No,6.0,7.0,45.0
8319,1.0,71.0,No,6.0,6.0,42.0
8320,7.0,89.0,No,4.0,7.0,
8321,4.0,66.0,,4.0,8.0,48.0
8322,7.0,65.0,No,7.0,7.0,59.0
8323,1.0,76.0,Yes,9.0,7.0,53.0
8324,,84.0,No,,5.0,72.0
8325,3.0,67.0,No,8.0,1.0,
8326,5.0,89.0,No,9.0,6.0,75.0
8327,4.0,41.0,Yes,7.0,3.0,25.0
8328,2.0,59.0,,4.0,2.0,36.0
8329,4.0,43.0,Yes,6.0,3.0,24.0
8330,3.0,52.0,No,4.0,3.0,31.0
8331,1.0,63.0,Yes,9.0,2.0,39.0
8332,8.0,87.0,No,5.0,8.0,81.0
8333,5.0,77.0,No,4.0,2.0,
8334,4.0,97.0,No,4.0,1.0,81.0
8335,5.0,79.0,No,,0.0,63.0
8336,4.0,87.0,No,5.0,0.0,69.0
8337,3.0,84.0,Yes,9.0,4.0,66.0
8338,5.0,,Yes,8.0,4.0,80.0
8339,4.0,68.0,No,8.0,8.0,52.0
8340,1.0,97.0,,8.0,3.0,68.0
8341,3.0,75.0,Yes,6.0,4.0,57.0
8342,8.0,41.0,No,8.0,5.0,37.0
8343,7.0,80.0,No,6.0,9.0,68.0
8344,2.0,57.0,No,9.0,6.0,35.0
8345,1.0,88.0,No,9.0,8.0,65.0
8346,3.0,,Yes,,5.0,28.0
8347,5.0,97.0,No,,0.0,82.0
8348,1.0,54.0,Yes,7.0,7.0,29.0
8349,,80.0,Yes,9.0,1.0,62.0
8350,3.0,56.0,Yes,5.0,8.0,35.0
8351,5.0,62.0,Yes,5.0,6.0,51.0
8352,3.0,41.0,No,9.0,6.0,22.0
8353,9.0,45.0,No,4.0,9.0,42.0
8354,1.0,68.0,No,5.0,9.0,
8355,4.0,66.0,,5.0,4.0,48.0
8356,4.0,76.0,Yes,4.0,7.0,61.0
8357,1.0,88.0,Yes,4.0,9.0,59.0
8358,2.0,73.0,No,4.0,0.0,50.0
8359,1.0,57.0,No,7.0,2.0,33.0
8360,6.0,81.0,No,4.0,8.0,65.0
8361,3.0,49.0,Yes,4.0,0.0,26.0
8362,7.0,77.0,Yes,,,69.0
8363,5.0,98.0,No,9.0,5.0,87.0
8364,9.0,,Yes,8.0,,85.0
8365,7.0,56.0,Yes,9.0,4.0,46.0
8366,4.0,98.0,No,8.0,5.0,82.0
8367,5.0,52.0,Yes,7.0,4.0,36.0
8368,5.0,91.0,Yes,7.0,8.0,77.0
8369,5.0,99.0,No,5.0,1.0,
8370,9.0,87.0,Yes,9.0,9.0,85.0
8371,3.0,81.0,Yes,8.0,5.0,62.0
8372,6.0,66.0,Yes,7.0,3.0,54.0
8373,8.0,92.0,Yes,7.0,2.0,89.0
8374,9.0,41.0,No,9.0,4.0,35.0
8375,7.0,73.0,No,5.0,1.0,65.0
8376,,70.0,Yes,4.0,2.0,52.0
8377,1.0,62.0,,6.0,6.0,37.0
8378,4.0,46.0,No,5.0,0.0,27.0
8379,6.0,77.0,No,6.0,1.0,60.0
8380,3.0,72.0,Yes,5.0,2.0,52.0
8381,1.0,51.0,Yes,5.0,9.0,28.0
8382,6.0,,No,4.0,6.0,72.0
8383,1.0,51.0,No,7.0,3.0,23.0
8384,9.0,58.0,No,8.0,7.0,59.0
8385,1.0,48.0,No,5.0,7.0,20.0
8386,6.0,49.0,Yes,,0.0,38.0
8387,1.0,56.0,,6.0,4.0,31.0
8388,7.0,89.0,Yes,9.0,0.0,81.0
8389,3.0,79.0,Yes,9.0,6.0,66.0
8390,6.0,78.0,Yes,7.0,3.0,68.0
8391,7.0,80.0,,9.0,7.0,75.0
8392,1.0,49.0,Yes,5.0,7.0,24.0
8393,1.0,51.0,Yes,6.0,8.0,26.0
8394,5.0,54.0,Yes,5.0,5.0,39.0
8395,6.0,70.0,No,9.0,6.0,61.0
8396,9.0,54.0,Yes,8.0,6.0,52.0
8397,1.0,,,9.0,4.0,38.0
8398,4.0,43.0,No,8.0,6.0,25.0
8399,8.0,75.0,No,9.0,8.0,73.0
8400,9.0,94.0,No,7.0,,93.0
8401,3.0,40.0,No,6.0,1.0,16.0
8402,2.0,97.0,Yes,8.0,7.0,75.0
8403,4.0,83.0,,4.0,6.0,64.0
8404,2.0,96.0,No,7.0,5.0,77.0
8405,1.0,73.0,No,5.0,6.0,44.0
8406,3.0,86.0,No,9.0,2.0,66.0
8407,7.0,56.0,Yes,6.0,5.0,48.0
8408,,78.0,,6.0,9.0,50.0
8409,,77.0,Yes,9.0,6.0,56.0
8410,1.0,83.0,Yes,4.0,6.0,55.0
8411,8.0,90.0,No,8.0,4.0,83.0
8412,5.0,72.0,Yes,9.0,2.0,58.0
8413,8.0,99.0,Yes,6.0,1.0,93.0
8414,,60.0,Yes,4.0,6.0,38.0
8415,7.0,65.0,No,4.0,3.0,55.0
8416,,85.0,No,5.0,1.0,80.0
8417,6.0,75.0,No,4.0,7.0,64.0
8418,7.0,44.0,No,7.0,1.0,37.0
8419,2.0,72.0,No,6.0,5.0,49.0
8420,8.0,40.0,No,7.0,3.0,33.0
8421,5.0,92.0,,4.0,8.0,78.0
8422,7.0,45.0,No,4.0,4.0,31.0
8423,1.0,76.0,Yes,7.0,3.0,53.0
8424,5.0,41.0,No,,7.0,25.0
8425,1.0,,Yes,4.0,2.0,69.0
8426,8.0,92.0,,7.0,8.0,89.0
8427,4.0,98.0,,7.0,7.0,80.0
8428,4.0,98.0,Yes,6.0,7.0,
8429,2.0,44.0,Yes,5.0,9.0,22.0
8430,5.0,65.0,No,8.0,4.0,52.0
8431,1.0,80.0,Yes,7.0,0.0,59.0
8432,9.0,90.0,No,6.0,9.0,88.0
8433,5.0,92.0,Yes,8.0,8.0,81.0
8434,6.0,86.0,Yes,6.0,1.0,79.0
8435,2.0,52.0,No,6.0,0.0,28.0
8436,1.0,51.0,Yes,9.0,5.0,28.0
8437,4.0,44.0,Yes,5.0,0.0,19.0
8438,7.0,41.0,No,4.0,9.0,
8439,6.0,98.0,No,5.0,9.0,87.0
8440,1.0,43.0,Yes,8.0,9.0,17.0
8441,1.0,98.0,Yes,9.0,6.0,75.0
8442,8.0,66.0,No,5.0,6.0,
8443,4.0,89.0,Yes,4.0,0.0,72.0
8444,5.0,92.0,No,5.0,9.0,78.0
8445,7.0,49.0,No,5.0,4.0,36.0
8446,8.0,52.0,No,5.0,2.0,45.0
8447,7.0,83.0,Yes,7.0,1.0,74.0
8448,2.0,41.0,Yes,7.0,,17.0
8449,4.0,65.0,Yes,5.0,4.0,47.0
8450,1.0,54.0,No,4.0,1.0,25.0
8451,9.0,85.0,Yes,4.0,5.0,81.0
8452,3.0,96.0,No,4.0,6.0,74.0
8453,3.0,,Yes,4.0,0.0,30.0
8454,9.0,61.0,No,9.0,2.0,59.0
8455,3.0,79.0,No,,3.0,60.0
8456,8.0,64.0,Yes,6.0,1.0,58.0
8457,2.0,54.0,No,5.0,9.0,28.0
8458,3.0,52.0,Yes,,4.0,33.0
8459,2.0,47.0,Yes,6.0,3.0,30.0
8460,1.0,60.0,Yes,4.0,1.0,31.0
8461,2.0,60.0,Yes,8.0,0.0,36.0
8462,8.0,61.0,Yes,8.0,7.0,56.0
8463,9.0,85.0,No,6.0,1.0,82.0
8464,2.0,72.0,Yes,8.0,3.0,50.0
8465,7.0,84.0,No,7.0,,76.0
8466,5.0,66.0,,5.0,4.0,52.0
8467,3.0,79.0,No,8.0,1.0,60.0
8468,9.0,89.0,No,9.0,9.0,91.0
8469,6.0,61.0,Yes,9.0,8.0,52.0
8470,1.0,69.0,No,7.0,1.0,43.0
8471,5.0,48.0,Yes,5.0,5.0,32.0
8472,7.0,84.0,Yes,,6.0,77.0
8473,4.0,74.0,Yes,5.0,5.0,55.0
8474,8.0,57.0,No,5.0,3.0,52.0
8475,5.0,81.0,No,8.0,0.0,68.0
8476,9.0,44.0,No,9.0,1.0,41.0
8477,9.0,66.0,No,6.0,9.0,63.0
8478,9.0,96.0,Yes,8.0,9.0,99.0
8479,1.0,45.0,Yes,,,17.0
8480,2.0,71.0,No,7.0,7.0,47.0
8481,3.0,47.0,No,4.0,,24.0
8482,4.0,95.0,Yes,5.0,6.0,80.0
8483,9.0,78.0,No,8.0,8.0,79.0
8484,6.0,60.0,Yes,4.0,3.0,49.0
8485,1.0,57.0,No,4.0,6.0,27.0
8486,9.0,53.0,No,9.0,6.0,51.0
8487,6.0,54.0,No,4.0,9.0,41.0
8488,4.0,81.0,Yes,9.0,8.0,67.0
8489,4.0,65.0,Yes,9.0,2.0,48.0
8490,3.0,,No,5.0,0.0,72.0
8491,7.0,,No,9.0,7.0,75.0
8492,3.0,71.0,No,5.0,3.0,48.0
8493,2.0,78.0,No,9.0,1.0,58.0
8494,8.0,67.0,No,9.0,4.0,62.0
8495,4.0,99.0,No,5.0,3.0,83.0
8496,,78.0,No,4.0,0.0,68.0
8497,1.0,82.0,No,7.0,6.0,55.0
8498,5.0,71.0,Yes,8.0,3.0,55.0
8499,9.0,52.0,Yes,8.0,7.0,49.0
8500,1.0,54.0,Yes,5.0,8.0,27.0
8501,4.0,57.0,Yes,4.0,7.0,38.0
8502,6.0,78.0,No,7.0,0.0,66.0
8503,8.0,45.0,Yes,6.0,7.0,37.0
8504,3.0,94.0,Yes,5.0,4.0,72.0
8505,5.0,50.0,No,6.0,,34.0
8506,7.0,71.0,Yes,,8.0,68.0
8507,1.0,79.0,Yes,8.0,8.0,56.0
8508,7.0,59.0,Yes,7.0,6.0,52.0
8509,8.0,72.0,Yes,7.0,6.0,67.0
8510,8.0,79.0,Yes,6.0,0.0,69.0
8511,9.0,47.0,No,8.0,8.0,45.0
8512,6.0,90.0,,7.0,0.0,76.0
8513,,74.0,No,7.0,6.0,
8514,2.0,44.0,Yes,8.0,8.0,26.0
8515,3.0,,Yes,8.0,8.0,54.0
8516,4.0,86.0,Yes,4.0,4.0,68.0
8517,4.0,53.0,No,9.0,5.0,34.0
8518,8.0,60.0,Yes,7.0,1.0,
8519,1.0,86.0,Yes,6.0,1.0,63.0
8520,4.0,63.0,Yes,5.0,9.0,47.0
8521,4.0,56.0,Yes,5.0,8.0,40.0
8522,1.0,57.0,No,8.0,0.0,31.0
8523,3.0,73.0,No,9.0,9.0,56.0
8524,,51.0,Yes,6.0,4.0,36.0
8525,6.0,55.0,No,4.0,6.0,41.0
8526,9.0,43.0,,7.0,9.0,43.0
8527,9.0,64.0,No,4.0,5.0,61.0
8528,9.0,73.0,Yes,6.0,5.0,69.0
8529,1.0,67.0,No,4.0,5.0,44.0
8530,9.0,85.0,No,8.0,7.0,82.0
8531,8.0,50.0,Yes,5.0,6.0,48.0
8532,2.0,52.0,No,8.0,4.0,27.0
8533,1.0,70.0,No,7.0,9.0,45.0
8534,1.0,99.0,No,8.0,1.0,75.0
8535,6.0,64.0,Yes,6.0,9.0,54.0
8536,9.0,78.0,Yes,6.0,5.0,76.0
8537,7.0,49.0,No,7.0,9.0,44.0
8538,5.0,63.0,Yes,7.0,4.0,50.0
8539,2.0,40.0,Yes,5.0,3.0,17.0
8540,1.0,92.0,Yes,4.0,9.0,66.0
8541,2.0,64.0,No,5.0,4.0,42.0
8542,1.0,67.0,No,8.0,8.0,42.0
8543,3.0,75.0,Yes,4.0,1.0,56.0
8544,6.0,57.0,No,7.0,5.0,48.0
8545,,45.0,Yes,6.0,8.0,40.0
8546,3.0,41.0,Yes,8.0,9.0,24.0
8547,9.0,42.0,No,5.0,4.0,38.0
8548,5.0,85.0,Yes,9.0,5.0,73.0
8549,7.0,47.0,Yes,9.0,9.0,40.0
8550,8.0,70.0,Yes,7.0,3.0,62.0
8551,3.0,87.0,Yes,4.0,4.0,65.0
8552,2.0,58.0,No,9.0,,37.0
8553,2.0,89.0,Yes,4.0,0.0,68.0
8554,5.0,45.0,No,6.0,0.0,30.0
8555,1.0,53.0,Yes,7.0,9.0,
8556,2.0,42.0,No,7.0,3.0,15.0
8557,9.0,87.0,Yes,8.0,9.0,89.0
8558,7.0,40.0,Yes,8.0,2.0,33.0
8559,6.0,83.0,No,4.0,4.0,72.0
8560,9.0,69.0,No,9.0,9.0,64.0
8561,7.0,85.0,Yes,9.0,7.0,78.0
8562,5.0,58.0,Yes,5.0,0.0,40.0
8563,9.0,,Yes,4.0,,91.0
8564,6.0,58.0,Yes,9.0,4.0,49.0
8565,6.0,48.0,Yes,8.0,1.0,38.0
8566,4.0,46.0,No,8.0,4.0,28.0
8567,1.0,85.0,No,8.0,,62.0
8568,5.0,76.0,Yes,4.0,9.0,62.0
8569,9.0,89.0,No,7.0,6.0,89.0
8570,8.0,80.0,No,5.0,1.0,74.0
8571,8.0,92.0,Yes,5.0,5.0,85.0
8572,5.0,46.0,No,8.0,9.0,33.0
8573,9.0,,Yes,6.0,0.0,41.0
8574,3.0,43.0,,4.0,9.0,24.0
8575,3.0,64.0,No,9.0,,47.0
8576,1.0,88.0,No,9.0,2.0,65.0
8577,9.0,51.0,No,7.0,5.0,50.0
8578,6.0,45.0,No,8.0,8.0,35.0
8579,2.0,57.0,Yes,6.0,0.0,30.0
8580,8.0,79.0,No,8.0,,76.0
8581,9.0,60.0,,6.0,1.0,55.0
8582,9.0,54.0,No,5.0,8.0,49.0
8583,2.0,42.0,No,6.0,1.0,
8584,2.0,,No,5.0,2.0,15.0
8585,7.0,95.0,Yes,5.0,1.0,86.0
8586,4.0,94.0,No,4.0,3.0,77.0
8587,,80.0,No,6.0,3.0,55.0
8588,8.0,79.0,Yes,7.0,9.0,77.0
8589,2.0,98.0,Yes,7.0,0.0,74.0
8590,3.0,43.0,Yes,6.0,7.0,23.0
8591,5.0,71.0,No,4.0,4.0,56.0
8592,,41.0,No,7.0,7.0,18.0
8593,7.0,85.0,No,8.0,5.0,76.0
8594,7.0,68.0,No,7.0,,57.0
8595,2.0,41.0,Yes,4.0,6.0,13.0
8596,7.0,73.0,Yes,5.0,9.0,64.0
8597,6.0,66.0,No,5.0,8.0,54.0
8598,9.0,99.0,Yes,,6.0,97.0
8599,9.0,93.0,Yes,4.0,4.0,89.0
8600,2.0,78.0,Yes,5.0,3.0,53.0
8601,,83.0,No,5.0,7.0,74.0
8602,5.0,77.0,Yes,4.0,5.0,61.0
8603,6.0,57.0,No,8.0,4.0,41.0
8604,1.0,75.0,No,7.0,6.0,48.0
8605,7.0,58.0,No,4.0,2.0,48.0
8606,6.0,66.0,Yes,4.0,8.0,54.0
8607,4.0,84.0,Yes,6.0,,67.0
8608,1.0,59.0,Yes,5.0,3.0,34.0
8609,9.0,60.0,Yes,9.0,7.0,60.0
8610,4.0,62.0,No,8.0,5.0,46.0
8611,2.0,69.0,No,9.0,0.0,45.0
8612,8.0,64.0,No,6.0,1.0,56.0
8613,2.0,70.0,Yes,8.0,8.0,49.0
8614,5.0,66.0,,5.0,5.0,49.0
8615,6.0,73.0,Yes,9.0,6.0,65.0
8616,8.0,47.0,No,5.0,8.0,39.0
8617,1.0,58.0,No,5.0,2.0,33.0
8618,1.0,80.0,Yes,7.0,4.0,55.0
8619,,65.0,No,8.0,4.0,50.0
8620,5.0,67.0,No,8.0,9.0,52.0
8621,9.0,43.0,Yes,6.0,6.0,43.0
8622,7.0,70.0,Yes,4.0,1.0,58.0
8623,7.0,55.0,No,5.0,3.0,45.0
8624,8.0,90.0,Yes,5.0,3.0,81.0
8625,5.0,49.0,No,9.0,7.0,36.0
8626,5.0,77.0,Yes,6.0,,64.0
8627,,87.0,No,8.0,2.0,57.0
8628,9.0,49.0,Yes,7.0,1.0,46.0
8629,6.0,84.0,Yes,8.0,8.0,
8630,,48.0,Yes,7.0,3.0,43.0
8631,3.0,78.0,No,7.0,8.0,58.0
8632,5.0,75.0,No,8.0,5.0,61.0
8633,2.0,90.0,Yes,9.0,0.0,72.0
8634,5.0,97.0,No,5.0,2.0,82.0
8635,8.0,75.0,No,7.0,6.0,69.0
8636,2.0,58.0,Yes,9.0,,35.0
8637,8.0,99.0,Yes,6.0,7.0,91.0
8638,,58.0,,6.0,4.0,40.0
8639,,51.0,No,7.0,7.0,
8640,5.0,52.0,Yes,5.0,1.0,34.0
8641,1.0,64.0,No,7.0,2.0,35.0
8642,7.0,75.0,No,6.0,7.0,67.0
8643,8.0,64.0,No,6.0,8.0,60.0
8644,3.0,67.0,Yes,8.0,9.0,48.0
8645,3.0,81.0,Yes,5.0,7.0,62.0
8646,7.0,92.0,,8.0,3.0,84.0
8647,4.0,78.0,No,9.0,5.0,67.0
8648,3.0,69.0,Yes,9.0,4.0,50.0
8649,8.0,44.0,Yes,9.0,3.0,42.0
8650,3.0,56.0,Yes,4.0,8.0,37.0
8651,7.0,57.0,Yes,9.0,9.0,50.0
8652,2.0,82.0,Yes,7.0,2.0,61.0
8653,1.0,86.0,Yes,8.0,0.0,61.0
8654,6.0,60.0,Yes,9.0,6.0,48.0
8655,8.0,61.0,Yes,5.0,9.0,56.0
8656,1.0,78.0,Yes,9.0,7.0,54.0
8657,9.0,89.0,,7.0,2.0,86.0
8658,3.0,97.0,Yes,,2.0,77.0
8659,3.0,,Yes,7.0,5.0,77.0
8660,4.0,45.0,No,7.0,1.0,25.0
8661,1.0,89.0,Yes,7.0,5.0,67.0
8662,9.0,55.0,Yes,5.0,4.0,51.0
8663,3.0,41.0,No,4.0,6.0,20.0
8664,4.0,90.0,Yes,6.0,8.0,74.0
8665,1.0,40.0,No,4.0,8.0,12.0
8666,4.0,96.0,No,6.0,0.0,78.0
8667,1.0,69.0,Yes,8.0,6.0,48.0
8668,5.0,97.0,No,7.0,2.0,79.0
8669,5.0,82.0,No,8.0,3.0,66.0
8670,7.0,91.0,No,8.0,1.0,82.0
8671,8.0,76.0,No,6.0,0.0,67.0
8672,4.0,87.0,Yes,5.0,9.0,75.0
8673,7.0,62.0,No,7.0,2.0,52.0
8674,4.0,40.0,No,9.0,9.0,25.0
8675,3.0,58.0,Yes,8.0,8.0,39.0
8676,6.0,85.0,No,4.0,0.0,66.0
8677,4.0,42.0,Yes,7.0,,24.0
8678,3.0,41.0,No,5.0,4.0,17.0
8679,9.0,95.0,Yes,7.0,2.0,93.0
8680,5.0,76.0,No,9.0,3.0,62.0
8681,7.0,56.0,Yes,9.0,,47.0
8682,6.0,67.0,No,8.0,0.0,55.0
8683,5.0,57.0,Yes,4.0,5.0,41.0
8684,7.0,72.0,Yes,8.0,6.0,67.0
8685,6.0,54.0,Yes,5.0,6.0,43.0
8686,2.0,61.0,Yes,6.0,,42.0
8687,3.0,80.0,Yes,9.0,6.0,64.0
8688,2.0,66.0,No,4.0,2.0,42.0
8689,3.0,94.0,No,9.0,4.0,77.0
8690,1.0,76.0,Yes,5.0,6.0,52.0
8691,,71.0,Yes,5.0,9.0,62.0
8692,6.0,99.0,No,9.0,4.0,90.0
8693,2.0,84.0,No,8.0,9.0,60.0
8694,8.0,58.0,Yes,9.0,1.0,49.0
8695,6.0,,No,8.0,5.0,54.0
8696,7.0,67.0,Yes,9.0,6.0,61.0
8697,,95.0,Yes,8.0,1.0,67.0
8698,7.0,49.0,Yes,6.0,,42.0
8699,3.0,59.0,No,7.0,7.0,43.0
8700,8.0,64.0,Yes,7.0,,58.0
8701,6.0,60.0,No,8.0,,50.0
8702,4.0,53.0,No,8.0,2.0,34.0
8703,8.0,61.0,No,6.0,1.0,51.0
8704,9.0,92.0,No,7.0,6.0,
8705,2.0,,Yes,6.0,4.0,41.0
8706,6.0,83.0,Yes,5.0,4.0,70.0
8707,5.0,50.0,No,9.0,7.0,35.0
8708,5.0,94.0,Yes,7.0,8.0,79.0
8709,3.0,46.0,No,8.0,7.0,26.0
8710,8.0,56.0,Yes,4.0,9.0,46.0
8711,8.0,57.0,Yes,5.0,,
8712,5.0,46.0,Yes,9.0,9.0,30.0
8713,8.0,95.0,,4.0,6.0,88.0
8714,8.0,59.0,Yes,6.0,4.0,55.0
8715,3.0,77.0,Yes,9.0,6.0,60.0
8716,2.0,50.0,No,6.0,2.0,26.0
8717,9.0,83.0,Yes,6.0,3.0,85.0
8718,2.0,97.0,Yes,8.0,6.0,76.0
8719,9.0,55.0,Yes,6.0,1.0,53.0
8720,4.0,90.0,No,4.0,,70.0
8721,2.0,94.0,Yes,5.0,0.0,64.0
8722,1.0,66.0,Yes,8.0,0.0,
8723,4.0,90.0,,5.0,0.0,73.0
8724,9.0,50.0,No,6.0,5.0,47.0
8725,9.0,55.0,Yes,,4.0,49.0
8726,4.0,62.0,No,9.0,9.0,53.0
8727,9.0,99.0,No,8.0,7.0,95.0
