,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
3858,2022-05-16,2.0,15000.0,400.0,1 out of 3,Super Area,Periyamet,Chennai,Unfurnished,Bachelors/Family,2.0,Contact Owner
3859,2022-05-06,2.0,8500.0,886.0,2 out of 3,Super Area,Pallavan Nagar-Thiruverkadu,Chennai,Unfurnished,Family,2.0,Contact Owner
3860,2022-05-25,3.0,27500.0,1570.0,,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
3861,2022-05-20,,15000.0,900.0,1 out of 2,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,2.0,Contact Owner
3862,2022-05-16,1.0,5000.0,,Ground out of 2,Super Area,,Chennai,Unfurnished,Bachelors/Family,1.0,Contact Owner
3863,2022-05-16,2.0,26000.0,1600.0,Ground out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3864,2022-05-16,2.0,14000.0,1000.0,2 out of 3,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,2.0,Contact Owner
3865,2022-05-12,2.0,20000.0,850.0,Ground out of 4,Super Area,Velachery,,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3866,2022-06-06,2.0,12000.0,750.0,Ground out of 3,Super Area,Andal Nagar,Chennai,Unfurnished,Bachelors/Family,2.0,Contact Owner
3867,2022-06-14,2.0,,,1 out of 2,Super Area,Kamarajar Salai,Chennai,Unfurnished,Bachelors/Family,2.0,Contact Owner
3868,2022-06-14,,75000.0,,3 out of 4,Carpet Area,Deepa Appartment Turnbulls,Chennai,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
3869,2022-05-20,3.0,,1270.0,1 out of 2,Super Area,Madipakkam,,Semi-Furnished,Bachelors,,Contact Owner
3870,2022-06-28,,10000.0,2000.0,1 out of 2,Carpet Area,Sadhanadhapuram,Chennai,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3871,2022-07-02,2.0,32000.0,1250.0,3 out of 7,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,2.0,Contact Owner
3872,2022-05-16,2.0,15000.0,1000.0,Ground out of 2,Super Area,Velachery,Chennai,,Family,2.0,Contact Owner
3873,2022-07-10,3.0,28000.0,1050.0,5 out of 10,Carpet Area,Pallavaram,Chennai,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
3874,2022-06-22,2.0,10677.0,800.0,5 out of 6,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3875,2022-07-01,3.0,50000.0,1625.0,8 out of 11,Super Area,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,3.0,Contact Agent
3876,2022-06-17,3.0,32500.0,1535.0,1 out of 2,Super Area,Karapakkam,Chennai,Unfurnished,Bachelors/Family,3.0,Contact Agent
3877,2022-05-14,2.0,23000.0,850.0,1 out of 2,Carpet Area,Choolaimedu,Chennai,Furnished,Bachelors/Family,2.0,Contact Owner
3878,2022-06-28,,75000.0,3800.0,3 out of 10,,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Bachelors/Family,4.0,
3879,2022-06-30,4.0,250000.0,,Ground out of 2,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Family,4.0,Contact Agent
3880,2022-05-20,2.0,10000.0,,1 out of 3,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
3881,2022-07-10,3.0,60000.0,3200.0,1 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
3882,2022-05-12,2.0,12000.0,647.0,2 out of 3,Super Area,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
3883,2022-06-21,3.0,48000.0,1798.0,7 out of 14,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
3884,2022-07-06,3.0,58000.0,1700.0,11 out of 17,Carpet Area,TNGOS Colony,Hyderabad,Furnished,Bachelors/Family,3.0,Contact Agent
3885,2022-05-12,2.0,14000.0,930.0,5 out of 5,Super Area,Langar Houz,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3886,2022-05-30,1.0,7000.0,150.0,Ground out of 2,Super Area,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
3887,2022-04-30,2.0,13000.0,1200.0,3 out of 4,Super Area,Attapur,Hyderabad,Semi-Furnished,,,Contact Owner
3888,,2.0,11000.0,1250.0,2 out of 3,Super Area,poush,Hyderabad,,Bachelors/Family,2.0,Contact Owner
3889,2022-06-10,2.0,9500.0,900.0,3 out of 4,Super Area,Chilakalguda,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3890,,1.0,7500.0,500.0,2 out of 3,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,1.0,Contact Agent
3891,2022-07-06,2.0,14000.0,900.0,Ground out of 2,Carpet Area,,Hyderabad,Semi-Furnished,Bachelors,2.0,Contact Owner
3892,2022-05-14,2.0,16000.0,1100.0,2 out of 5,Super Area,Hyderguda,Hyderabad,Furnished,Family,2.0,
3893,2022-05-14,3.0,18000.0,1500.0,4 out of 5,Super Area,,Hyderabad,Semi-Furnished,,3.0,Contact Agent
3894,2022-06-10,1.0,8200.0,500.0,1 out of 3,Super Area,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
3895,2022-06-24,3.0,,1300.0,1 out of 4,Carpet Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3.0,Contact Owner
3896,2022-06-25,1.0,10000.0,300.0,10 out of 31,Super Area,Attapur,,Furnished,Bachelors/Family,1.0,
3897,2022-05-16,2.0,13000.0,800.0,1 out of 3,Super Area,Jagadgiri Gutta,Hyderabad,,Bachelors/Family,2.0,Contact Owner
3898,2022-05-17,3.0,22000.0,1400.0,1 out of 6,Carpet Area,Aruna Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3899,,1.0,10500.0,500.0,Ground out of 4,Super Area,,,Furnished,Bachelors/Family,1.0,Contact Owner
3900,2022-05-12,2.0,11000.0,750.0,3 out of 5,Super Area,Fathenagar,Hyderabad,,Bachelors/Family,2.0,
3901,2022-05-12,3.0,20000.0,1200.0,2 out of 4,Super Area,"Abids, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
3902,2022-06-03,3.0,14000.0,1350.0,3 out of 4,Carpet Area,"Gayatri Hills, Jubilee Hills",Hyderabad,,Bachelors/Family,2.0,Contact Owner
3903,2022-05-06,2.0,12500.0,1400.0,Ground out of 4,Super Area,Nizampet,Hyderabad,Unfurnished,,2.0,Contact Owner
3904,2022-06-22,1.0,10500.0,450.0,3 out of 5,Super Area,,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
3905,,,30000.0,2061.0,1 out of 6,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,3.0,Contact Owner
3906,2022-06-27,2.0,11000.0,100.0,2 out of 3,Super Area,Mehdipatnam,Hyderabad,Furnished,Family,2.0,Contact Owner
3907,2022-06-26,2.0,9000.0,1100.0,2 out of 2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3908,2022-05-28,,35000.0,1650.0,5 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Family,3.0,
3909,2022-07-05,3.0,23382.0,1500.0,1 out of 1,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
3910,2022-06-10,2.0,9500.0,1140.0,3 out of 4,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,
3911,2022-05-06,,9000.0,990.0,Ground out of 1,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2.0,Contact Owner
3912,2022-05-06,3.0,60000.0,1700.0,7 out of 17,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
3913,2022-06-22,2.0,11000.0,1200.0,2 out of 4,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
3914,2022-06-22,,11000.0,850.0,1 out of 3,Super Area,Mehdipatnam,Hyderabad,Unfurnished,,2.0,Contact Owner
3915,2022-06-22,2.0,11000.0,900.0,2 out of 3,Super Area,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
3916,2022-05-12,2.0,8000.0,800.0,Ground out of 2,,Gopanapalli,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3917,2022-06-17,2.0,9000.0,1000.0,1 out of 2,Super Area,,Hyderabad,Unfurnished,,2.0,Contact Owner
3918,2022-06-19,2.0,8000.0,1020.0,3 out of 4,Super Area,Hydershakote,Hyderabad,Semi-Furnished,Bachelors/Family,,Contact Owner
3919,,1.0,5500.0,300.0,Ground out of 3,Super Area,Ameenpur,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
3920,2022-06-10,2.0,12000.0,1800.0,Ground out of 2,Super Area,"Quthbullapur, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,,Contact Owner
3921,2022-07-03,3.0,25000.0,919.0,8 out of 13,Carpet Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3922,2022-05-31,3.0,,25.0,5 out of 6,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
3923,2022-06-16,2.0,12000.0,1050.0,,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3924,2022-05-10,2.0,6500.0,200.0,Ground out of 1,Carpet Area,Dammaiguda,Hyderabad,Unfurnished,Bachelors,2.0,
3925,2022-06-25,1.0,9000.0,450.0,1 out of 4,Super Area,Moti Nagar,,Unfurnished,Bachelors/Family,1.0,Contact Owner
3926,2022-04-30,4.0,25000.0,1000.0,15 out of 20,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
3927,2022-07-01,3.0,12500.0,1250.0,2 out of 5,Carpet Area,Kompally,Hyderabad,Semi-Furnished,Bachelors,2.0,Contact Owner
3928,2022-07-06,3.0,45000.0,1900.0,9 out of 15,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Unfurnished,Bachelors,3.0,Contact Agent
3929,2022-05-25,2.0,27000.0,1500.0,Ground out of 4,Super Area,"Banjara Hills, NH 9",,Semi-Furnished,,2.0,Contact Owner
3930,2022-07-06,3.0,75000.0,2395.0,14 out of 17,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,Family,3.0,Contact Agent
3931,2022-05-18,2.0,9000.0,1800.0,1 out of 1,,"Basheer Bagh, Hyderabad,",Hyderabad,Furnished,Bachelors/Family,2.0,Contact Owner
3932,2022-06-09,2.0,12000.0,700.0,3 out of 3,Carpet Area,BHEL,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
3933,2022-07-06,3.0,24000.0,,4 out of 5,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Family,2.0,
3934,2022-05-06,2.0,15000.0,1200.0,2 out of 3,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Unfurnished,Bachelors,2.0,Contact Owner
3935,2022-06-05,,24000.0,1600.0,3 out of 5,Carpet Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
3936,,2.0,12000.0,745.0,8 out of 9,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
3937,2022-06-26,3.0,27000.0,2210.0,4 out of 5,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3.0,Contact Owner
3938,2022-05-06,3.0,30000.0,1450.0,9 out of 13,Carpet Area,,Hyderabad,Semi-Furnished,,3.0,Contact Owner
3939,2022-05-29,3.0,20000.0,1400.0,3 out of 4,Super Area,Narayanaguda,Hyderabad,Semi-Furnished,,3.0,Contact Owner
3940,2022-04-29,3.0,22000.0,2000.0,Upper Basement out of 3,Carpet Area,A 307 Blossom Heights,Hyderabad,Furnished,Bachelors,3.0,Contact Owner
3941,2022-06-10,4.0,25000.0,1815.0,2 out of 5,Super Area,Old Bowenpally,,,Bachelors/Family,3.0,Contact Owner
3942,2022-04-30,2.0,23000.0,1000.0,Upper Basement out of 3,,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,,Contact Owner
3943,2022-05-24,2.0,12000.0,1000.0,3 out of 3,Super Area,in Maruthi Nagar-Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,,Contact Owner
3944,2022-05-12,2.0,18000.0,1200.0,5 out of 6,Super Area,Chanda Nagar,Hyderabad,,Bachelors/Family,,Contact Owner
3945,2022-06-02,,55000.0,2430.0,7 out of 9,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,3.0,Contact Agent
3946,2022-05-20,1.0,,140.0,2 out of 3,Super Area,Malkajgiri,Hyderabad,Unfurnished,Bachelors/Family,1.0,
3947,,2.0,13000.0,1200.0,2 out of 5,Super Area,Nacharam,Hyderabad,Semi-Furnished,Bachelors/Family,,Contact Owner
3948,2022-05-20,2.0,9000.0,1100.0,,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,,3.0,Contact Owner
3949,2022-06-04,2.0,7000.0,800.0,1 out of 3,Carpet Area,"Buddha Nagar Colony, Boduppal",,,Bachelors,2.0,Contact Owner
3950,2022-06-02,3.0,28000.0,1500.0,3 out of 5,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
3951,2022-06-14,2.0,15000.0,1200.0,2 out of 5,Super Area,Amberpet,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3952,2022-06-28,3.0,14000.0,1350.0,2 out of 5,Super Area,KTR Colony,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
3953,2022-05-23,5.0,45000.0,2300.0,3 out of 5,Carpet Area,,Hyderabad,Unfurnished,Bachelors,3.0,Contact Owner
3954,2022-06-22,1.0,12000.0,1300.0,2 out of 4,Super Area,Alwal,Hyderabad,Furnished,Bachelors/Family,2.0,Contact Owner
3955,2022-05-12,2.0,12500.0,1000.0,3 out of 4,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3956,2022-06-04,,13000.0,1210.0,4 out of 5,Super Area,,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
3957,2022-05-16,2.0,9500.0,1050.0,2 out of 3,Super Area,"Bollaram, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
3958,2022-07-10,3.0,35000.0,1600.0,8 out of 10,Carpet Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,,Contact Agent
3959,2022-04-30,1.0,4000.0,300.0,3 out of 3,Super Area,in Syed Ali Guda,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
3960,2022-05-12,1.0,8000.0,300.0,4 out of 4,Super Area,,Hyderabad,Semi-Furnished,Bachelors/Family,1.0,
3961,2022-07-08,2.0,12500.0,1010.0,5 out of 5,Carpet Area,ECIL,Hyderabad,Unfurnished,Bachelors,2.0,Contact Owner
3962,2022-07-08,3.0,65000.0,1850.0,5 out of 5,Carpet Area,"Patrika Nagar, Hitech City",Hyderabad,Furnished,Bachelors,3.0,Contact Owner
3963,2022-06-24,2.0,13000.0,1300.0,Ground out of 3,Carpet Area,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,2.0,Contact Owner
3964,2022-06-23,2.0,12500.0,1100.0,3 out of 3,Carpet Area,Chanda Nagar,Hyderabad,Unfurnished,,2.0,Contact Owner
3965,2022-07-10,3.0,45000.0,2200.0,3 out of 5,Carpet Area,,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
3966,2022-06-17,1.0,6000.0,,5 out of 5,Built Area,Seri Lingampally,Hyderabad,Unfurnished,,1.0,Contact Owner
3967,2022-07-06,3.0,50000.0,2290.0,4 out of 24,,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors,3.0,Contact Agent
3968,2022-07-10,3.0,,1900.0,4 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
3969,2022-07-10,3.0,30000.0,1600.0,2 out of 5,,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
3970,2022-04-30,2.0,7000.0,800.0,2 out of 3,Super Area,Chandrayanguttabalguda,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
3971,2022-07-06,3.0,25000.0,1600.0,2 out of 5,Super Area,"Sanath Nagar, NH 9",Hyderabad,Furnished,Bachelors/Family,3.0,Contact Owner
3972,2022-06-02,1.0,9000.0,,1 out of 5,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
3973,2022-05-16,3.0,,1500.0,2 out of 3,Carpet Area,"Pragathi Nagar, Kukatpally",Hyderabad,Furnished,Family,3.0,Contact Owner
3974,2022-05-06,1.0,10500.0,650.0,1 out of 3,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
3975,2022-07-06,4.0,100000.0,3300.0,Ground out of 14,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,Family,4.0,Contact Agent
3976,2022-06-26,2.0,9000.0,1200.0,Ground out of 1,Super Area,,Hyderabad,Unfurnished,Bachelors/Family,2.0,
3977,2022-06-14,2.0,11000.0,800.0,2 out of 3,Super Area,Ram nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3978,2022-05-06,3.0,24000.0,1200.0,1 out of 3,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,4.0,Contact Owner
3979,2022-05-06,2.0,12000.0,1000.0,2 out of 3,Super Area,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
3980,2022-07-02,2.0,20000.0,1600.0,1 out of 2,Super Area,,Hyderabad,Unfurnished,Family,3.0,Contact Owner
3981,2022-07-03,2.0,24000.0,1200.0,1 out of 3,,Dr A.S. Rao Nagar,Hyderabad,,Bachelors/Family,2.0,Contact Owner
3982,2022-07-05,2.0,12000.0,1100.0,2 out of 2,Super Area,"Balapur X road,Triveni nagar",,Semi-Furnished,,2.0,Contact Owner
3983,2022-07-10,3.0,12000.0,1250.0,2 out of 6,Carpet Area,Alwal,Hyderabad,Semi-Furnished,Family,3.0,Contact Owner
3984,2022-06-25,2.0,,1100.0,,Carpet Area,Gajularamaram,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
3985,2022-07-08,2.0,45000.0,1600.0,1 out of 6,Super Area,Kattedan Rd,Hyderabad,Furnished,Bachelors/Family,2.0,Contact Owner
3986,2022-06-16,2.0,22000.0,1000.0,2 out of 2,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3987,2022-05-06,1.0,,455.0,2 out of 3,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
3988,2022-05-25,3.0,40000.0,1473.0,23 out of 23,Super Area,"Kukatpally, NH 9",Hyderabad,Furnished,Bachelors/Family,2.0,
3989,2022-07-02,5.0,300000.0,4050.0,Ground out of 5,Super Area,"Bandlaguda Jagir,, Hyderabad",Hyderabad,Unfurnished,Bachelors/Family,4.0,Contact Owner
3990,2022-06-25,1.0,4000.0,400.0,Ground out of 1,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
3991,2022-06-29,2.0,,1300.0,1 out of 2,Super Area,"Gandhamguda, Bairagiguda",Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
3992,2022-07-06,4.0,27000.0,2520.0,2 out of 2,,Defence Colony Layout,Hyderabad,Semi-Furnished,,5.0,Contact Owner
3993,2022-06-22,,10000.0,500.0,2 out of 5,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,1.0,Contact Owner
3994,2022-05-06,2.0,10000.0,200.0,Ground out of 2,Super Area,"Pathar Gatti, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
3995,2022-05-12,2.0,10000.0,1200.0,Ground out of 1,,Upperpally,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
3996,2022-07-07,3.0,18000.0,1950.0,2 out of 5,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,,3.0,Contact Owner
3997,2022-07-10,1.0,14500.0,500.0,2 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,1.0,Contact Agent
3998,2022-05-01,1.0,9000.0,500.0,3 out of 3,Super Area,"Miyapur, NH 9",,Unfurnished,Bachelors/Family,3.0,Contact Owner
3999,,2.0,14000.0,1150.0,1 out of 3,Super Area,Bandlaguda Jagir,Hyderabad,Furnished,Bachelors/Family,2.0,Contact Owner
4000,2022-06-02,2.0,18000.0,242.0,Ground out of 4,Super Area,"APHB Colony-Moula Ali, Moula Ali Road",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
4001,2022-07-02,2.0,9500.0,720.0,5 out of 7,Carpet Area,,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
4002,2022-06-10,3.0,49000.0,1800.0,19 out of 30,Super Area,Nanakram Guda,,Unfurnished,Bachelors,3.0,Contact Agent
4003,2022-05-13,1.0,9000.0,450.0,1 out of 3,Super Area,"Chandulal bela colony, shahalibanda",,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
4004,2022-05-06,2.0,130000.0,130.0,1 out of 1,Super Area,Lal Darwaza,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
4005,2022-06-02,2.0,8000.0,690.0,2 out of 4,Super Area,New Malakpet,Hyderabad,Unfurnished,,2.0,Contact Owner
4006,,,,1000.0,,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2.0,Contact Owner
4007,2022-05-06,3.0,18000.0,1500.0,Ground out of 4,Super Area,,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
4008,2022-05-29,3.0,18000.0,1150.0,Ground out of 6,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
4009,2022-05-29,3.0,32000.0,1783.0,1 out of 5,Super Area,Gopanapalli,Hyderabad,Semi-Furnished,Bachelors/Family,,Contact Owner
4010,2022-05-25,2.0,15000.0,900.0,1 out of 3,Super Area,Santosh Nagar,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
4011,2022-07-06,3.0,35000.0,1725.0,,,"Narsingi, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,3.0,Contact Owner
4012,2022-05-25,,6000.0,680.0,Ground out of 3,Carpet Area,Bapu Nagar-Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
4013,2022-06-06,1.0,,550.0,2 out of 3,Super Area,,Hyderabad,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
4014,2022-05-25,2.0,,1290.0,1 out of 2,Super Area,"Jillelguda, Medbowli",,Semi-Furnished,Bachelors/Family,2.0,
4015,2022-05-10,2.0,12500.0,1450.0,Ground out of 2,Super Area,"Arvind Nagar Colony, Toli Chowki",Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
4016,2022-05-06,2.0,25000.0,1300.0,3 out of 3,Super Area,Madhapur,,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
4017,2022-05-12,2.0,15000.0,1450.0,2 out of 4,Super Area,Nagole,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
4018,2022-07-06,3.0,38000.0,1496.0,10 out of 15,Carpet Area,,Hyderabad,Semi-Furnished,Bachelors,2.0,Contact Agent
4019,2022-05-31,3.0,20000.0,1850.0,1 out of 5,Super Area,Kompally,Hyderabad,,Family,2.0,Contact Owner
4020,2022-06-14,3.0,15000.0,1600.0,2 out of 4,Carpet Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
4021,2022-07-06,3.0,130000.0,,3 out of 5,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Family,3.0,Contact Agent
4022,2022-07-08,3.0,27000.0,1850.0,5 out of 6,Super Area,"Red Hills, Lakdikapul, NH 7",,Semi-Furnished,Bachelors/Family,,Contact Owner
4023,2022-07-02,2.0,16000.0,1210.0,,Super Area,Secunderabad,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
4024,2022-06-06,2.0,13000.0,1400.0,Ground out of 1,Super Area,,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
4025,2022-06-04,2.0,10000.0,950.0,Ground out of 4,Super Area,"Uppal, NH 2 2",,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
4026,2022-06-22,2.0,10000.0,878.0,,Super Area,Malkajgiri,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
4027,2022-05-06,2.0,17000.0,875.0,2 out of 6,Super Area,"Bolarum, Medchal Road",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
4028,2022-06-02,2.0,12500.0,300.0,3 out of 4,Super Area,"Vanasthalipuram, NH 9",Hyderabad,,,2.0,
4029,2022-06-14,3.0,25000.0,1800.0,4 out of 5,Super Area,,Hyderabad,Furnished,Bachelors/Family,3.0,Contact Owner
4030,2022-07-02,3.0,35000.0,1956.0,1 out of 9,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors,3.0,Contact Owner
4031,2022-05-25,2.0,12000.0,800.0,2 out of 4,Super Area,"Kachiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
4032,2022-05-29,2.0,12000.0,,5 out of 5,Super Area,Shamirpet,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
4033,2022-06-25,2.0,15000.0,1080.0,3 out of 4,Super Area,Anupuram Colony,,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
4034,2022-07-06,3.0,45000.0,,1 out of 19,Super Area,,Hyderabad,Unfurnished,Bachelors,3.0,Contact Agent
4035,2022-07-06,2.0,,950.0,1 out of 5,Super Area,Masab Tank,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
4036,2022-07-02,2.0,,800.0,,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
4037,2022-05-06,2.0,10000.0,1090.0,2 out of 4,Super Area,"Hyder Shah Kote, Chevella Road",,Unfurnished,Bachelors/Family,2.0,Contact Owner
4038,,3.0,15000.0,1450.0,,Carpet Area,Bandari Layout,Hyderabad,Semi-Furnished,Family,3.0,Contact Owner
4039,2022-07-07,2.0,19800.0,,3 out of 4,Carpet Area,KPHB Road,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
4040,2022-05-06,2.0,8500.0,60.0,3 out of 5,Super Area,"Gulmohar Park Colony, Serilingampally",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
