age,is_working,job,marital,education,balance,housing,loan,contact,campaign,poutcome,offer,credit
34,no,self-employed,single,tertiary,6,no,no,cellular,2,unknown,no,0
31,yes,management,married,tertiary,877,no,no,cellular,1,success,yes,320
81,yes,retired,married,primary,1154,no,no,telephone,1,unknown,yes,414
34,no,blue-collar,married,primary,161,yes,yes,unknown,1,unknown,no,0
36,no,admin.,single,secondary,185,yes,no,cellular,4,other,no,30
46,yes,self-employed,married,secondary,548,no,no,cellular,4,unknown,yes,210
53,yes,technician,married,secondary,10185,no,no,cellular,1,unknown,yes,3591
34,yes,blue-collar,married,secondary,496,yes,no,cellular,1,unknown,yes,183
35,no,blue-collar,married,primary,0,yes,no,unknown,1,unknown,no,0
31,no,technician,married,tertiary,4575,yes,no,telephone,1,unknown,no,240
52,no,self-employed,married,secondary,1498,yes,no,cellular,11,unknown,no,90
46,no,entrepreneur,married,secondary,212,yes,no,cellular,1,unknown,no,0
23,no,housemaid,single,secondary,650,yes,no,cellular,1,failure,no,46
38,no,admin.,divorced,secondary,19,yes,no,unknown,2,unknown,yes,34
40,no,management,married,tertiary,143,no,no,cellular,6,unknown,no,31
37,no,unemployed,single,primary,3777,no,no,cellular,3,unknown,no,186
30,yes,technician,single,tertiary,4060,no,no,cellular,1,other,yes,1450
47,no,technician,married,secondary,351,yes,no,unknown,3,unknown,no,31
41,no,management,divorced,unknown,465,yes,no,cellular,1,unknown,yes,50
59,yes,self-employed,married,tertiary,2013,no,no,cellular,4,success,yes,738
32,no,blue-collar,divorced,primary,4805,no,yes,cellular,3,unknown,no,262
49,no,self-employed,married,tertiary,2143,no,no,cellular,3,unknown,no,119
49,no,entrepreneur,divorced,secondary,816,yes,no,cellular,7,unknown,no,48
35,no,blue-collar,married,primary,2708,yes,no,unknown,2,unknown,no,151
58,no,blue-collar,divorced,primary,820,yes,no,cellular,4,unknown,no,52
48,no,management,married,tertiary,1175,yes,no,telephone,3,unknown,no,88
49,no,management,married,tertiary,6493,yes,no,telephone,1,unknown,no,349
35,yes,technician,single,secondary,1227,no,no,cellular,5,success,yes,441
32,no,management,single,secondary,416,yes,no,cellular,2,unknown,no,54
27,yes,student,single,tertiary,5291,no,no,cellular,2,failure,yes,1874
33,no,services,married,secondary,478,no,no,cellular,2,unknown,yes,40
35,no,management,single,tertiary,671,yes,no,cellular,1,unknown,yes,53
37,yes,technician,married,tertiary,88,no,no,cellular,1,other,yes,0
46,no,admin.,divorced,tertiary,846,yes,no,unknown,2,unknown,no,69
54,no,management,married,primary,621,no,yes,cellular,1,unknown,no,42
36,no,technician,married,secondary,569,yes,no,cellular,1,failure,no,53
28,no,technician,single,secondary,1589,yes,no,cellular,5,unknown,no,101
34,no,services,married,primary,285,yes,no,cellular,4,unknown,no,0
51,no,management,single,tertiary,4305,yes,no,cellular,1,unknown,no,256
80,no,retired,married,secondary,173,no,no,cellular,3,unknown,no,0
58,yes,unemployed,married,primary,1183,no,no,cellular,5,unknown,yes,416
55,no,admin.,married,secondary,3664,no,yes,unknown,2,unknown,no,192
34,no,services,divorced,secondary,169,yes,no,unknown,1,unknown,no,0
37,yes,admin.,married,secondary,274,yes,no,unknown,3,unknown,yes,95
47,no,blue-collar,married,primary,25,yes,yes,cellular,3,unknown,no,0
35,no,management,married,tertiary,1510,yes,no,unknown,1,unknown,no,113
41,no,management,married,tertiary,4,yes,no,cellular,2,unknown,no,0
31,yes,unemployed,married,secondary,6,no,no,cellular,4,unknown,yes,0
31,no,blue-collar,single,secondary,2194,no,no,cellular,2,other,no,113
41,yes,blue-collar,married,primary,1250,yes,no,unknown,2,unknown,yes,446
31,no,unemployed,single,tertiary,381,yes,no,cellular,2,unknown,no,47
30,yes,student,single,tertiary,228,yes,no,cellular,2,unknown,yes,80
37,no,technician,married,secondary,1580,no,no,cellular,12,unknown,no,117
49,no,admin.,divorced,secondary,1718,no,yes,cellular,1,unknown,yes,107
42,no,technician,divorced,secondary,611,yes,no,cellular,2,failure,no,44
25,no,admin.,married,secondary,18,yes,no,cellular,1,unknown,no,0
45,no,technician,married,secondary,406,yes,no,cellular,1,other,no,36
38,no,blue-collar,married,primary,246,no,no,unknown,2,unknown,no,50
58,yes,management,married,tertiary,0,no,no,cellular,2,unknown,yes,0
35,no,management,single,tertiary,75,no,yes,cellular,11,unknown,no,0
48,yes,management,married,secondary,0,yes,yes,cellular,1,failure,yes,30
52,yes,management,married,tertiary,1701,yes,yes,cellular,1,other,no,604
48,no,services,single,primary,1499,yes,no,cellular,7,unknown,no,102
47,no,technician,married,secondary,1167,yes,no,cellular,3,success,no,86
33,no,blue-collar,single,secondary,4464,yes,no,cellular,1,unknown,no,223
23,no,student,single,unknown,854,yes,no,unknown,2,unknown,yes,36
53,no,management,married,tertiary,618,no,no,cellular,2,unknown,no,62
48,yes,entrepreneur,married,secondary,568,no,no,unknown,4,unknown,no,224
27,no,student,single,secondary,89,yes,no,cellular,3,unknown,no,0
47,no,management,married,tertiary,3681,no,no,cellular,2,unknown,no,210
26,no,housemaid,married,secondary,-759,yes,no,cellular,1,unknown,no,0
60,no,retired,married,secondary,143,no,no,telephone,1,unknown,no,32
35,no,blue-collar,single,primary,-230,yes,no,cellular,3,unknown,no,0
52,yes,technician,married,secondary,371,yes,yes,cellular,1,success,yes,140
29,no,technician,single,tertiary,433,yes,no,unknown,1,unknown,no,31
27,no,technician,single,tertiary,4003,no,no,cellular,1,unknown,no,219
37,no,admin.,married,secondary,0,no,no,unknown,1,unknown,no,0
30,no,technician,married,tertiary,-256,yes,no,unknown,5,unknown,no,0
41,no,services,married,secondary,108,yes,yes,unknown,7,unknown,no,0
26,yes,technician,single,tertiary,77,yes,no,unknown,2,unknown,no,50
52,yes,management,married,tertiary,7135,no,no,cellular,3,unknown,yes,2529
43,yes,admin.,single,secondary,1707,yes,no,cellular,3,other,yes,603
31,no,admin.,married,secondary,799,yes,no,cellular,3,unknown,no,43
39,yes,self-employed,single,tertiary,426,no,no,unknown,1,unknown,yes,177
54,no,management,married,tertiary,-248,yes,yes,unknown,1,unknown,no,0
33,yes,admin.,single,secondary,1277,yes,no,cellular,1,unknown,yes,461
29,yes,admin.,single,secondary,305,yes,no,cellular,4,failure,no,132
35,yes,admin.,married,primary,1994,no,no,cellular,1,unknown,no,711
40,no,blue-collar,married,primary,117,yes,no,unknown,2,unknown,no,0
31,yes,management,single,tertiary,115,no,no,cellular,1,unknown,yes,44
34,yes,management,single,tertiary,48,yes,no,cellular,3,failure,yes,40
44,no,blue-collar,divorced,primary,-119,yes,no,unknown,5,unknown,no,0
27,no,blue-collar,married,primary,300,no,yes,cellular,2,unknown,no,0
35,yes,management,married,tertiary,802,yes,no,cellular,2,unknown,yes,304
33,no,blue-collar,married,secondary,0,yes,yes,cellular,12,unknown,no,0
39,yes,management,married,tertiary,0,no,no,cellular,3,other,yes,0
42,yes,technician,divorced,secondary,112,no,no,cellular,4,unknown,no,57
30,no,management,single,tertiary,11278,no,no,cellular,3,unknown,no,605
43,no,blue-collar,married,primary,238,yes,yes,cellular,1,unknown,no,30
42,yes,management,married,tertiary,1435,yes,no,cellular,1,unknown,yes,518
34,no,technician,married,secondary,0,no,no,cellular,2,unknown,no,0
30,yes,management,single,tertiary,6,yes,no,unknown,2,unknown,no,0
48,no,self-employed,married,primary,1204,yes,no,unknown,1,unknown,no,63
39,no,unemployed,married,secondary,1309,yes,no,cellular,2,unknown,no,67
46,yes,housemaid,married,primary,1188,no,no,unknown,5,unknown,no,439
30,yes,management,single,tertiary,102,yes,no,cellular,3,unknown,yes,55
33,no,blue-collar,single,secondary,1925,yes,no,cellular,2,failure,no,117
63,yes,retired,married,primary,12067,no,no,telephone,1,failure,yes,4263
36,no,blue-collar,married,tertiary,-530,yes,no,cellular,2,unknown,no,0
57,yes,admin.,single,secondary,3551,yes,no,cellular,1,unknown,yes,1281
37,no,blue-collar,married,primary,4997,no,no,unknown,2,unknown,no,280
28,no,blue-collar,married,secondary,59,yes,yes,unknown,2,unknown,no,0
32,no,services,single,secondary,5806,yes,no,cellular,2,unknown,yes,306
30,no,technician,single,secondary,0,no,no,cellular,2,unknown,no,0
44,no,services,single,secondary,862,yes,no,cellular,2,unknown,no,49
30,no,management,married,tertiary,3330,no,no,cellular,6,unknown,no,184
38,no,services,married,secondary,25,yes,yes,unknown,3,unknown,no,0
31,no,blue-collar,single,secondary,-745,yes,no,unknown,1,unknown,no,0
30,no,management,married,secondary,-559,yes,yes,cellular,1,failure,no,0
45,yes,admin.,married,secondary,1206,no,no,telephone,1,failure,yes,426
46,yes,admin.,married,secondary,126,no,no,unknown,1,unknown,yes,52
29,no,management,single,tertiary,471,yes,no,cellular,1,unknown,no,38
59,yes,retired,married,secondary,2396,no,no,cellular,6,unknown,yes,849
32,no,blue-collar,married,primary,274,yes,no,unknown,3,unknown,no,0
29,yes,technician,single,secondary,382,no,no,cellular,4,unknown,yes,153
37,no,services,married,secondary,-954,yes,no,unknown,3,unknown,no,0
28,no,admin.,single,secondary,1323,yes,no,unknown,1,unknown,no,83
57,yes,technician,married,tertiary,1181,no,no,cellular,2,success,yes,432
39,no,technician,married,tertiary,123,yes,no,unknown,1,unknown,no,0
56,no,admin.,married,secondary,2087,yes,no,unknown,1,unknown,no,113
59,no,retired,divorced,primary,643,yes,no,unknown,2,unknown,no,55
68,yes,retired,divorced,primary,2027,no,no,cellular,2,success,yes,724
43,yes,blue-collar,married,secondary,413,yes,no,cellular,2,success,yes,143
56,no,management,married,tertiary,1282,no,no,cellular,4,unknown,no,81
54,no,admin.,married,primary,976,yes,no,unknown,3,unknown,no,88
30,no,unemployed,single,tertiary,1159,no,no,telephone,1,unknown,yes,79
52,no,blue-collar,married,secondary,1860,no,no,unknown,3,unknown,no,89
55,yes,admin.,single,secondary,533,no,no,unknown,2,unknown,no,197
52,no,entrepreneur,married,tertiary,-468,no,no,cellular,1,unknown,yes,0
56,no,technician,single,secondary,3499,yes,no,unknown,3,unknown,no,191
59,yes,blue-collar,married,primary,320,yes,no,unknown,1,unknown,yes,120
32,no,admin.,married,tertiary,882,no,no,unknown,3,unknown,no,58
35,no,management,married,tertiary,0,yes,no,unknown,1,unknown,no,0
41,no,services,married,secondary,2085,yes,no,unknown,4,unknown,no,123
52,yes,retired,divorced,primary,-779,yes,yes,cellular,1,unknown,yes,0
46,no,admin.,married,secondary,5169,no,no,cellular,14,unknown,no,265
33,yes,management,single,tertiary,5945,yes,no,cellular,1,unknown,no,2093
38,no,management,single,tertiary,673,yes,no,unknown,1,unknown,no,58
41,yes,blue-collar,divorced,secondary,5291,yes,no,unknown,3,unknown,yes,1859
33,yes,management,single,tertiary,718,yes,no,cellular,1,success,yes,256
56,no,blue-collar,married,secondary,0,no,no,unknown,2,unknown,no,33
25,no,admin.,single,secondary,105,no,yes,cellular,1,unknown,no,0
41,no,entrepreneur,married,tertiary,373,no,no,unknown,3,unknown,no,50
39,no,entrepreneur,married,secondary,156,no,yes,unknown,2,unknown,no,33
34,no,technician,single,secondary,1091,yes,no,unknown,2,unknown,no,76
27,no,services,single,secondary,468,yes,no,cellular,1,unknown,no,52
35,no,blue-collar,married,secondary,0,yes,yes,cellular,3,unknown,no,0
28,no,technician,single,secondary,390,no,yes,cellular,2,unknown,no,0
33,no,self-employed,married,tertiary,263,no,no,cellular,2,unknown,no,53
50,no,admin.,married,secondary,1431,no,no,cellular,4,unknown,no,79
36,yes,management,single,tertiary,538,no,no,cellular,1,success,yes,218
50,no,management,married,tertiary,1158,yes,no,unknown,1,unknown,no,90
39,yes,technician,single,secondary,671,no,yes,cellular,2,unknown,no,237
46,yes,technician,married,secondary,3434,no,yes,cellular,2,success,yes,1215
47,no,self-employed,married,primary,10697,no,no,cellular,2,unknown,no,558
47,no,retired,married,primary,1464,no,no,unknown,4,unknown,no,98
59,no,housemaid,divorced,tertiary,0,no,no,cellular,1,other,no,0
34,yes,blue-collar,married,secondary,2700,yes,no,unknown,2,unknown,no,963
55,yes,admin.,divorced,secondary,1872,no,no,cellular,2,failure,yes,655
53,yes,entrepreneur,divorced,unknown,4736,yes,no,unknown,5,unknown,no,1664
43,no,blue-collar,divorced,secondary,47,yes,yes,cellular,2,failure,no,0
38,no,management,married,tertiary,0,no,no,cellular,2,unknown,no,0
39,no,technician,married,secondary,52,no,no,cellular,2,unknown,no,0
34,no,technician,married,unknown,12,yes,no,cellular,2,unknown,no,0
59,yes,admin.,married,secondary,2343,yes,no,unknown,1,unknown,yes,837
24,yes,student,single,secondary,1925,no,no,cellular,1,unknown,yes,672
52,no,management,divorced,tertiary,-723,yes,yes,cellular,1,unknown,no,0
39,no,technician,divorced,secondary,0,yes,yes,cellular,1,unknown,no,0
40,no,admin.,married,secondary,0,no,no,unknown,12,unknown,no,0
35,yes,self-employed,married,tertiary,2427,no,no,cellular,3,success,yes,865
36,yes,services,married,primary,0,yes,no,unknown,1,unknown,yes,0
39,no,unemployed,single,secondary,-53,yes,no,unknown,3,unknown,no,0
56,no,blue-collar,married,secondary,277,no,no,unknown,13,unknown,no,0
32,no,management,married,tertiary,1522,yes,no,unknown,3,unknown,no,102
30,yes,management,single,tertiary,424,no,no,cellular,4,unknown,yes,169
45,no,entrepreneur,married,secondary,404,yes,no,unknown,2,unknown,no,39
64,no,retired,married,tertiary,380,no,no,cellular,1,unknown,yes,32
33,yes,management,married,tertiary,271,yes,no,cellular,2,success,yes,126
46,no,blue-collar,married,secondary,4044,no,no,cellular,3,unknown,no,222
75,yes,retired,married,secondary,3771,no,no,telephone,1,failure,yes,1359
32,no,admin.,single,secondary,154,yes,no,cellular,1,failure,no,36
44,no,blue-collar,married,secondary,1308,no,no,cellular,1,unknown,no,70
63,no,retired,married,secondary,18016,no,no,cellular,1,unknown,yes,928
74,yes,retired,divorced,primary,29080,no,no,cellular,5,other,yes,10199
82,no,housemaid,divorced,primary,1381,no,no,cellular,1,unknown,no,85
33,yes,services,married,secondary,1397,yes,no,cellular,1,failure,no,507
30,no,services,married,secondary,-108,yes,no,unknown,1,unknown,no,0
32,no,blue-collar,married,secondary,20,yes,yes,unknown,3,unknown,no,0
32,yes,admin.,single,secondary,344,no,no,cellular,2,unknown,yes,129
44,yes,technician,divorced,secondary,0,yes,no,cellular,2,unknown,no,0
32,yes,technician,married,secondary,348,yes,no,cellular,1,unknown,yes,131
30,no,blue-collar,married,primary,837,yes,no,cellular,2,unknown,no,49
59,yes,retired,divorced,secondary,5583,yes,no,cellular,1,unknown,yes,1960
41,no,unknown,married,unknown,779,no,no,cellular,10,unknown,no,48
35,yes,management,single,tertiary,1228,no,no,cellular,2,failure,yes,446
36,yes,management,married,tertiary,925,no,no,cellular,3,success,yes,316
45,no,blue-collar,divorced,primary,0,yes,no,cellular,2,unknown,no,0
45,no,blue-collar,married,primary,71,no,no,unknown,2,unknown,no,32
37,no,technician,married,secondary,1120,yes,no,cellular,3,failure,no,74
31,yes,student,single,secondary,3511,no,no,cellular,1,success,yes,1246
31,no,management,single,secondary,0,no,no,cellular,4,failure,no,0
32,no,blue-collar,married,primary,77,yes,no,cellular,2,unknown,no,0
56,no,management,married,tertiary,1674,yes,yes,cellular,1,unknown,no,96
25,yes,student,single,secondary,2975,no,no,cellular,2,unknown,yes,1055
53,no,technician,married,unknown,9252,no,no,cellular,1,unknown,no,490
28,no,blue-collar,single,secondary,802,yes,no,unknown,3,unknown,no,59
32,no,services,single,secondary,406,yes,no,unknown,1,unknown,no,57
46,no,technician,divorced,secondary,129,no,no,unknown,2,unknown,no,0
29,yes,blue-collar,single,secondary,322,no,no,unknown,1,other,yes,141
50,no,management,divorced,secondary,2,no,no,cellular,1,unknown,no,0
34,no,blue-collar,married,secondary,8558,yes,no,unknown,2,unknown,no,445
51,no,unemployed,divorced,primary,2244,no,no,telephone,2,unknown,no,126
58,no,unemployed,married,secondary,149,yes,no,cellular,1,unknown,no,34
42,no,technician,married,secondary,-356,yes,yes,cellular,1,unknown,no,0
45,no,blue-collar,single,primary,308,yes,no,cellular,2,unknown,no,48
33,no,blue-collar,married,secondary,2761,yes,no,cellular,1,unknown,no,146
31,yes,unemployed,single,secondary,582,yes,no,cellular,2,unknown,yes,210
32,yes,technician,married,tertiary,4654,yes,yes,cellular,1,failure,yes,1637
43,no,blue-collar,married,primary,3917,no,no,cellular,2,success,yes,193
33,no,management,single,tertiary,4409,no,no,cellular,2,unknown,no,260
46,no,admin.,married,secondary,1804,no,no,cellular,2,unknown,no,127
46,no,entrepreneur,married,tertiary,954,yes,yes,cellular,2,unknown,no,63
33,no,housemaid,married,tertiary,98,yes,yes,unknown,1,unknown,no,0
28,no,admin.,married,secondary,54,no,yes,cellular,1,unknown,no,0
34,no,blue-collar,single,tertiary,97,no,no,cellular,3,unknown,no,33
44,no,blue-collar,married,secondary,289,no,no,unknown,1,unknown,no,33
29,no,unknown,single,secondary,1502,no,no,cellular,1,unknown,no,130
47,yes,admin.,married,secondary,290,yes,no,cellular,2,unknown,yes,124
34,yes,unemployed,married,secondary,978,no,no,cellular,1,unknown,yes,350
57,no,admin.,divorced,secondary,-435,yes,yes,cellular,5,failure,no,0
46,yes,services,divorced,secondary,4329,no,no,cellular,2,unknown,yes,1521
38,no,blue-collar,married,secondary,648,yes,no,unknown,1,unknown,no,39
27,yes,management,single,tertiary,99,yes,no,unknown,2,unknown,yes,49
53,no,retired,married,tertiary,183,yes,no,unknown,1,unknown,no,35
48,no,admin.,single,secondary,-58,no,no,unknown,1,unknown,no,0
45,yes,services,divorced,secondary,608,yes,yes,cellular,3,failure,yes,203
52,yes,management,divorced,secondary,123,no,no,unknown,2,unknown,no,74
39,no,management,married,tertiary,2976,no,no,cellular,12,unknown,no,160
42,no,blue-collar,married,primary,666,yes,no,unknown,3,unknown,no,60
41,no,retired,single,secondary,1734,yes,no,cellular,2,failure,no,89
59,no,retired,married,secondary,-2,no,yes,cellular,1,unknown,no,0
38,no,services,single,primary,3715,yes,no,telephone,2,failure,no,182
34,yes,management,single,tertiary,5,no,no,cellular,2,unknown,yes,0
35,no,technician,single,secondary,694,no,no,cellular,2,unknown,no,60
62,yes,retired,married,primary,1084,no,no,cellular,1,unknown,yes,401
60,yes,management,married,tertiary,474,no,no,cellular,5,other,yes,173
32,no,management,single,tertiary,3199,no,no,cellular,3,unknown,no,179
48,no,blue-collar,married,primary,456,yes,yes,unknown,1,unknown,no,55
37,no,admin.,married,secondary,0,yes,no,cellular,1,unknown,yes,34
36,no,technician,married,secondary,287,no,no,cellular,6,unknown,no,0
23,yes,student,single,secondary,1809,no,no,cellular,2,unknown,yes,663
45,no,technician,married,secondary,1,yes,no,cellular,1,unknown,no,0
58,no,blue-collar,married,secondary,2592,yes,no,unknown,1,unknown,no,144
35,yes,services,married,secondary,52,yes,no,cellular,2,success,yes,0
53,yes,management,married,tertiary,1624,no,no,cellular,3,success,yes,594
57,yes,blue-collar,married,secondary,6004,yes,no,cellular,6,unknown,no,2115
49,yes,services,married,secondary,3554,no,no,cellular,1,unknown,no,1289
41,no,admin.,single,tertiary,873,yes,no,cellular,9,unknown,no,84
36,no,unemployed,single,secondary,115,no,no,cellular,2,unknown,no,31
45,no,admin.,married,secondary,1097,yes,yes,cellular,1,failure,no,56
28,yes,admin.,single,secondary,154,yes,no,cellular,1,other,yes,76
44,no,blue-collar,married,secondary,2455,yes,no,telephone,1,unknown,no,144
50,yes,blue-collar,married,primary,3764,no,no,telephone,2,failure,yes,1298
36,no,management,single,tertiary,146,yes,no,unknown,3,unknown,no,0
37,no,management,single,tertiary,553,no,no,cellular,2,unknown,no,65
56,no,management,married,unknown,0,no,no,cellular,29,unknown,no,0
40,no,services,married,secondary,87,yes,yes,cellular,4,unknown,no,0
25,yes,admin.,single,secondary,1871,no,no,cellular,1,unknown,yes,649
34,no,unemployed,divorced,tertiary,182,yes,no,cellular,1,unknown,no,0
53,yes,blue-collar,married,secondary,25,no,no,cellular,2,unknown,yes,30
31,no,services,divorced,secondary,1016,yes,no,cellular,1,failure,no,63
60,yes,retired,married,secondary,1853,no,no,cellular,1,unknown,yes,646
36,no,technician,married,secondary,1319,yes,no,unknown,1,unknown,no,101
49,yes,blue-collar,single,primary,566,yes,no,cellular,2,unknown,yes,209
32,no,blue-collar,single,secondary,1940,yes,yes,unknown,3,unknown,no,109
56,yes,management,married,tertiary,1390,yes,no,cellular,1,unknown,yes,503
34,no,technician,single,tertiary,299,yes,no,unknown,2,unknown,no,40
50,yes,blue-collar,married,primary,12519,yes,no,cellular,3,failure,yes,4391
39,yes,management,married,tertiary,1423,yes,no,telephone,3,unknown,yes,527
43,no,unemployed,single,primary,264,no,no,cellular,2,unknown,no,36
41,no,technician,single,tertiary,15302,no,no,cellular,4,unknown,no,790
54,yes,management,married,tertiary,752,no,no,telephone,5,other,yes,302
30,yes,self-employed,single,tertiary,3343,no,no,cellular,1,unknown,yes,1167
34,no,management,married,tertiary,8000,no,no,cellular,2,unknown,no,418
35,no,technician,single,tertiary,172,yes,yes,cellular,1,unknown,no,0
59,no,retired,married,secondary,385,no,yes,telephone,2,unknown,no,30
35,no,blue-collar,married,primary,63,no,yes,cellular,2,unknown,no,0
41,no,management,divorced,tertiary,20479,no,no,cellular,2,unknown,no,1030
53,yes,blue-collar,married,secondary,2267,no,yes,cellular,6,unknown,no,802
29,yes,admin.,single,secondary,5711,yes,yes,unknown,1,unknown,no,2015
29,yes,admin.,single,secondary,731,no,no,cellular,3,unknown,yes,259
52,no,blue-collar,married,secondary,6429,no,no,telephone,4,unknown,no,339
28,yes,self-employed,married,tertiary,0,yes,no,cellular,3,failure,yes,0
51,no,admin.,married,secondary,2967,no,no,unknown,2,unknown,no,178
47,no,management,married,tertiary,0,no,no,unknown,2,unknown,no,0
28,no,blue-collar,single,unknown,913,yes,no,unknown,2,unknown,no,74
40,no,self-employed,married,secondary,2,no,no,cellular,5,unknown,no,0
52,no,blue-collar,married,secondary,782,yes,yes,cellular,1,unknown,no,40
34,yes,self-employed,divorced,tertiary,5722,yes,no,cellular,2,unknown,no,2029
33,no,housemaid,married,primary,813,no,no,telephone,2,unknown,no,58
66,yes,retired,married,secondary,203,no,no,cellular,1,success,yes,107
37,yes,blue-collar,married,primary,-106,yes,yes,cellular,1,unknown,yes,0
44,yes,admin.,married,secondary,205,no,no,cellular,1,unknown,yes,80
34,no,management,married,tertiary,967,yes,no,unknown,2,unknown,no,79
54,no,blue-collar,married,primary,1298,no,no,telephone,4,unknown,no,90
55,no,management,single,secondary,1507,yes,no,cellular,3,unknown,no,107
57,no,blue-collar,married,secondary,0,no,yes,cellular,1,unknown,no,0
46,no,blue-collar,married,primary,588,yes,no,cellular,3,failure,no,42
26,yes,services,single,secondary,1347,no,no,telephone,6,other,yes,482
49,no,self-employed,married,primary,489,yes,no,unknown,4,unknown,no,38
61,yes,retired,married,tertiary,2557,yes,no,cellular,3,success,yes,903
32,no,admin.,married,secondary,9049,yes,no,cellular,1,unknown,no,477
83,no,retired,married,tertiary,4761,no,no,telephone,2,success,no,266
28,no,blue-collar,single,secondary,75,no,no,unknown,1,unknown,no,0
39,no,admin.,single,secondary,1661,no,yes,cellular,1,unknown,no,96
28,no,self-employed,married,tertiary,0,yes,no,unknown,1,unknown,no,0
31,yes,unemployed,single,secondary,1214,no,no,cellular,1,unknown,yes,445
42,no,admin.,single,secondary,243,yes,no,unknown,5,unknown,no,0
41,yes,services,married,secondary,0,yes,yes,cellular,2,failure,yes,0
72,no,retired,married,secondary,1533,no,no,cellular,2,unknown,yes,98
33,no,technician,single,secondary,1064,yes,no,cellular,2,unknown,no,65
43,no,blue-collar,single,tertiary,1344,yes,no,cellular,2,unknown,no,59
37,yes,management,single,secondary,792,yes,no,unknown,4,unknown,yes,299
35,yes,management,single,tertiary,704,no,no,cellular,1,unknown,yes,267
51,no,technician,divorced,secondary,0,no,no,cellular,2,unknown,no,41
76,no,retired,married,tertiary,0,no,no,telephone,1,unknown,no,42
33,no,technician,single,secondary,716,yes,no,cellular,2,unknown,no,55
75,no,blue-collar,married,secondary,6053,no,no,cellular,2,failure,no,317
27,no,technician,single,secondary,274,yes,no,cellular,2,unknown,no,43
45,yes,blue-collar,married,primary,91,yes,no,unknown,2,unknown,no,55
40,yes,management,married,tertiary,-17,yes,yes,cellular,1,success,yes,0
36,no,entrepreneur,divorced,secondary,251,no,no,unknown,6,unknown,no,32
45,yes,admin.,divorced,secondary,397,yes,yes,cellular,1,success,yes,163
51,no,unemployed,married,primary,0,no,no,cellular,2,unknown,no,0
30,no,self-employed,married,tertiary,805,yes,no,unknown,1,other,no,57
32,no,management,single,tertiary,1613,no,no,cellular,5,unknown,no,121
35,no,housemaid,married,primary,0,no,no,cellular,3,unknown,no,0
44,no,blue-collar,married,primary,749,yes,no,unknown,2,unknown,no,55
33,yes,technician,married,secondary,806,no,no,cellular,1,unknown,yes,294
38,yes,management,married,tertiary,327,yes,yes,cellular,5,unknown,yes,128
39,yes,blue-collar,married,secondary,462,yes,no,cellular,1,unknown,yes,158
52,no,services,married,secondary,774,yes,no,cellular,1,unknown,no,68
52,no,technician,married,tertiary,0,no,no,cellular,3,success,no,0
34,yes,blue-collar,married,primary,329,yes,no,cellular,1,failure,yes,121
52,no,unemployed,married,secondary,9139,no,no,cellular,2,unknown,no,462
25,no,student,single,secondary,304,no,no,cellular,2,unknown,yes,33
36,no,self-employed,married,secondary,1245,yes,no,unknown,9,unknown,yes,60
42,no,blue-collar,married,primary,1059,yes,no,unknown,2,unknown,no,78
33,yes,management,married,tertiary,2599,no,no,cellular,2,unknown,yes,916
41,yes,admin.,married,tertiary,1,yes,no,telephone,2,failure,yes,0
51,no,technician,married,secondary,180,yes,no,cellular,2,unknown,no,0
56,yes,admin.,married,secondary,45,no,no,unknown,1,unknown,yes,0
56,yes,blue-collar,married,primary,8163,no,no,cellular,4,unknown,yes,2871
47,no,blue-collar,married,primary,-287,yes,no,cellular,1,failure,no,0
52,no,self-employed,married,tertiary,5350,yes,yes,cellular,2,success,no,292
75,yes,retired,divorced,primary,3881,yes,no,cellular,3,unknown,yes,1370
58,no,blue-collar,married,secondary,4053,no,no,unknown,2,unknown,no,221
28,yes,management,single,tertiary,1808,no,no,cellular,1,unknown,yes,640
31,no,management,married,secondary,2019,no,no,unknown,2,unknown,no,116
44,no,blue-collar,single,secondary,36,yes,no,unknown,1,unknown,no,0
63,yes,retired,married,secondary,4752,no,no,cellular,2,unknown,yes,1668
55,no,blue-collar,married,primary,-1217,yes,no,cellular,4,unknown,no,0
37,no,management,married,tertiary,15437,yes,no,cellular,1,unknown,no,805
30,no,blue-collar,married,primary,453,yes,no,unknown,2,unknown,no,49
41,yes,blue-collar,married,secondary,1236,yes,no,cellular,3,unknown,yes,429
36,yes,admin.,divorced,secondary,-811,yes,no,cellular,2,unknown,yes,0
39,no,services,divorced,secondary,293,yes,yes,telephone,2,unknown,no,0
50,no,admin.,married,secondary,231,yes,no,cellular,2,unknown,no,31
52,no,blue-collar,married,secondary,4269,yes,yes,cellular,1,unknown,no,217
77,yes,retired,married,secondary,638,no,no,cellular,1,unknown,yes,236
31,no,blue-collar,single,secondary,0,yes,no,unknown,9,unknown,no,0
34,yes,services,married,secondary,2956,no,no,cellular,2,unknown,yes,1042
37,yes,blue-collar,married,secondary,13849,yes,no,unknown,5,unknown,no,4860
61,no,technician,married,tertiary,0,no,no,cellular,1,unknown,no,35
37,no,blue-collar,married,secondary,1330,no,no,cellular,1,unknown,yes,81
36,yes,housemaid,married,primary,78,yes,no,telephone,9,unknown,yes,0
36,yes,technician,married,tertiary,341,no,no,cellular,2,success,yes,129
44,no,services,divorced,secondary,0,yes,no,unknown,5,unknown,no,0
42,yes,technician,divorced,secondary,0,yes,no,unknown,6,unknown,no,0
